cbsa_code,cbsa_title,gdp_value,annual_gdp_growth,luxury_home_pct,high_income_household_pct,college_degree_pct,total_population
38060,"Phoenix-Mesa-Chandler, AZ",311303699,,46.25530021486316,12.914250634226926,35.858005799892254,4491987
35620,"New York-Newark-Jersey City, NY-NJ",797092203,,34.26005645914539,28.726579104847193,64.00278318158594,1627788
16980,"Chicago-Naperville-Elgin, IL-IN",427566643,,27.398872571181666,14.467676431392828,41.948689730840854,5185812
31080,"Los Angeles-Long Beach-Anaheim, CA",801967353,,59.39353747614753,16.54513201665716,35.470992419092156,9848406
26420,"Houston-Pasadena-The Woodlands, TX",429677330,,18.102704067777626,12.143257664618371,33.74654912491078,4758579
