cbsa_code,cbsa_title,high_income_household_pct,opportunity_score,opportunity_level,coverage_opportunity_rank,total_population,luxury_home_pct
35620,"New York-Newark-Jersey City, NY-NJ",28.726579104847197,100.0,Very High,1,1627788,34.26005645914539
