cbsa_code,cbsa_title,high_income_household_pct,luxury_home_pct,hnwi_density_rank
31080,"Los Angeles-Long Beach-Anaheim, CA",16.54513201665716,59.39353747614753,1
35620,"New York-Newark-Jersey City, NY-NJ",28.726579104847197,34.26005645914539,2
38060,"Phoenix-Mesa-Chandler, AZ",12.914250634226926,46.25530021486316,3
16980,"Chicago-Naperville-Elgin, IL-IN",14.467676431392828,27.398872571181663,4
26420,"Houston-Pasadena-The Woodlands, TX",12.143257664618371,18.102704067777623,5
