cbsa_code,cbsa_title,gdp_value,annual_gdp_growth,luxury_home_pct,high_income_household_pct,college_degree_pct,total_population,high_income_household_pct_score,opportunity_score,opportunity_level,opportunity_score_rank,composite_coverage_rank,coverage_opportunity_rank
35620,"New York-Newark-Jersey City, NY-NJ",797092203,,34.26005645914539,28.726579104847197,64.00278318158594,1627788,100.0,100.0,Very High,1.0,1.0,1
31080,"Los Angeles-Long Beach-Anaheim, CA",801967353,,59.39353747614753,16.54513201665716,35.47099241909216,9848406,26.54398497854872,26.54398497854872,Moderate,2.0,2.0,2
16980,"Chicago-Naperville-Elgin, IL-IN",427566643,,27.398872571181663,14.467676431392828,41.94868973084085,5185812,14.01660563085837,14.01660563085837,Low,3.0,3.0,3
38060,"Phoenix-Mesa-Chandler, AZ",311303699,,46.25530021486316,12.914250634226926,35.858005799892254,4491987,4.649207171117323,4.649207171117323,Low,4.0,4.0,4
26420,"Houston-Pasadena-The Woodlands, TX",429677330,,18.102704067777623,12.143257664618371,33.74654912491078,4758579,0.0,0.0,,5.0,5.0,5
