cbsa_code,cbsa_title,executive_density_proxy,economic_vitality_index,economic_vitality_rank
35620,"New York-Newark-Jersey City, NY-NJ",100.0,99.99999999999999,1
31080,"Los Angeles-Long Beach-Anaheim, CA",57.595204623112984,26.54398497854873,2
16980,"Chicago-Naperville-Elgin, IL-IN",50.36338082090539,14.016605630858376,3
38060,"Phoenix-Mesa-Chandler, AZ",44.955755389780585,4.649207171117329,4
26420,"Houston-Pasadena-The Woodlands, TX",42.2718543001501,0.0,5
